,Age,Parch,Pclass,SibSp,familyNum,TickCot,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
1012,,0,3,1,2,1,0,0,1,0,0,0
1013,35.0,0,1,1,2,2,0,0,0,1,0,0
1014,28.0,0,3,0,1,1,0,0,1,0,0,0
1015,,0,3,0,1,1,0,0,1,0,0,0
1016,17.0,1,3,0,2,2,0,1,0,0,0,0
1017,22.0,0,3,0,1,1,0,0,1,0,0,0
1018,,0,3,2,3,3,0,1,0,0,0,0
1019,42.0,0,2,0,1,1,0,0,1,0,0,0
1020,24.0,0,3,0,1,1,0,0,1,0,0,0
1021,32.0,0,3,0,1,1,0,0,1,0,0,0
1022,53.0,0,1,0,1,1,0,0,0,0,1,0
1023,,4,3,0,5,5,0,0,0,1,0,0
1024,,0,3,1,2,1,0,0,1,0,0,0
1025,43.0,0,3,0,1,1,0,0,1,0,0,0
1026,24.0,0,3,0,1,1,0,0,1,0,0,0
1027,26.5,0,3,0,1,1,0,0,1,0,0,0
1028,26.0,0,2,0,1,1,0,0,1,0,0,0
1029,23.0,0,3,0,1,1,0,1,0,0,0,0
1030,40.0,6,3,1,8,8,0,0,1,0,0,0
1031,10.0,2,3,5,8,8,0,1,0,0,0,0
1032,33.0,0,1,0,1,6,0,1,0,0,0,0
1033,61.0,3,1,1,5,7,0,0,1,0,0,0
1034,28.0,0,2,0,1,2,0,0,1,0,0,0
1035,42.0,0,1,0,1,1,0,0,1,0,0,0
1036,31.0,0,3,3,4,2,0,0,1,0,0,0
1037,,0,1,0,1,2,0,0,1,0,0,0
1038,22.0,0,3,0,1,1,0,0,1,0,0,0
1039,,0,1,0,1,1,0,0,1,0,0,0
1040,30.0,1,2,1,3,2,0,0,0,0,1,0
1041,23.0,1,1,0,2,3,0,0,0,1,0,0
1042,,0,3,0,1,1,0,0,1,0,0,0
1043,60.5,0,3,0,1,1,0,0,1,0,0,0
1044,36.0,2,3,0,3,2,0,0,0,1,0,0
1045,13.0,2,3,4,7,7,1,0,0,0,0,0
1046,24.0,0,3,0,1,1,0,0,1,0,0,0
1047,29.0,0,1,0,1,4,0,1,0,0,0,0
1048,23.0,0,3,0,1,1,0,1,0,0,0,0
1049,42.0,0,1,0,1,1,0,0,1,0,0,0
1050,26.0,2,3,0,3,3,0,0,0,1,0,0
1051,,0,3,0,1,1,0,1,0,0,0,0
1052,7.0,1,3,1,3,3,1,0,0,0,0,0
1053,26.0,0,2,0,1,1,0,1,0,0,0,0
1054,,0,3,0,1,1,0,0,1,0,0,0
1055,41.0,0,2,0,1,1,0,0,0,0,1,0
1056,26.0,1,3,1,3,3,0,0,0,1,0,0
1057,48.0,0,1,0,1,1,0,0,1,0,0,0
1058,18.0,2,3,2,5,5,0,0,1,0,0,0
1059,,0,1,0,1,1,0,0,0,1,0,0
1060,22.0,0,3,0,1,1,0,1,0,0,0,0
1061,,0,3,0,1,1,0,0,1,0,0,0
1062,27.0,0,3,0,1,1,0,0,1,0,0,0
1063,23.0,0,3,1,2,2,0,0,1,0,0,0
1064,,0,3,0,1,1,0,0,1,0,0,0
1065,40.0,5,3,1,7,7,0,0,1,0,0,0
1066,15.0,2,2,0,3,3,0,1,0,0,0,0
1067,20.0,0,2,0,1,4,0,1,0,0,0,0
1068,54.0,0,1,1,2,2,0,0,1,0,0,0
1069,36.0,3,2,0,4,4,0,0,0,1,0,0
1070,64.0,2,1,0,3,3,0,0,0,1,0,0
1071,30.0,0,2,0,1,1,0,0,1,0,0,0
1072,37.0,1,1,1,3,3,0,0,1,0,0,0
1073,18.0,0,1,1,2,2,0,0,0,1,0,0
1074,,0,3,0,1,1,0,0,1,0,0,0
1075,27.0,1,1,1,3,3,0,0,0,1,0,0
1076,40.0,0,2,0,1,1,0,0,1,0,0,0
1077,21.0,1,2,0,2,2,0,1,0,0,0,0
1078,17.0,0,3,2,3,1,0,0,1,0,0,0
1079,,2,3,8,11,11,0,1,0,0,0,0
1080,40.0,0,2,0,1,1,0,0,1,0,0,0
1081,34.0,0,2,1,2,2,0,0,1,0,0,0
1082,,0,1,0,1,1,0,0,1,0,0,0
1083,11.5,1,3,1,3,3,1,0,0,0,0,0
1084,61.0,0,2,0,1,1,0,0,1,0,0,0
1085,8.0,2,2,0,3,3,1,0,0,0,0,0
1086,33.0,0,3,0,1,1,0,0,1,0,0,0
1087,6.0,2,1,0,3,5,1,0,0,0,0,0
1088,18.0,0,3,0,1,1,0,1,0,0,0,0
1089,23.0,0,2,0,1,1,0,0,1,0,0,0
1090,,0,3,0,1,1,0,0,0,1,0,0
1091,,0,3,0,1,2,0,1,0,0,0,0
1092,0.33,2,3,0,3,3,1,0,0,0,0,0
1093,47.0,0,1,1,2,5,0,0,0,0,1,0
1094,8.0,1,2,1,3,3,0,1,0,0,0,0
1095,25.0,0,2,0,1,1,0,0,1,0,0,0
1096,,0,1,0,1,1,0,0,1,0,0,0
1097,35.0,0,3,0,1,1,0,1,0,0,0,0
1098,24.0,0,2,0,1,1,0,0,1,0,0,0
1099,33.0,0,1,0,1,1,0,1,0,0,0,0
1100,25.0,0,3,0,1,1,0,0,1,0,0,0
1101,32.0,0,3,0,1,3,0,0,1,0,0,0
1102,,0,3,0,1,1,0,0,1,0,0,0
1103,17.0,0,2,0,1,7,0,0,1,0,0,0
1104,60.0,0,2,1,2,2,0,0,0,1,0,0
1105,38.0,2,3,4,7,1,0,1,0,0,0,0
1106,42.0,0,1,0,1,1,0,0,1,0,0,0
1107,,0,3,0,1,1,0,1,0,0,0,0
1108,57.0,1,1,1,3,4,0,0,1,0,0,0
1109,50.0,1,1,1,3,5,0,0,0,1,0,0
1110,,0,3,0,1,1,0,0,1,0,0,0
1111,30.0,0,2,1,2,1,0,1,0,0,0,0
1112,21.0,0,3,0,1,1,0,0,1,0,0,0
1113,22.0,0,2,0,1,1,0,0,0,1,0,0
1114,21.0,0,3,0,1,1,0,0,1,0,0,0
1115,53.0,0,1,0,1,1,0,0,0,1,0,0
1116,,2,3,0,3,3,0,0,0,1,0,0
1117,23.0,0,3,0,1,1,0,0,1,0,0,0
1118,,0,3,0,1,1,0,1,0,0,0,0
1119,40.5,0,3,0,1,2,0,0,1,0,0,0
1120,36.0,0,2,0,1,1,0,0,1,0,0,0
1121,14.0,0,2,0,1,5,0,0,1,0,0,0
1122,21.0,0,1,0,1,1,0,1,0,0,0,0
1123,21.0,0,3,1,2,1,0,0,1,0,0,0
1124,,0,3,0,1,1,0,0,1,0,0,0
1125,39.0,0,1,1,2,2,0,0,1,0,0,0
1126,20.0,0,3,0,1,1,0,0,1,0,0,0
1127,64.0,0,1,1,2,2,0,0,1,0,0,0
1128,20.0,0,3,0,1,1,0,0,1,0,0,0
1129,18.0,1,2,1,3,1,0,1,0,0,0,0
1130,48.0,0,1,1,2,3,0,0,0,1,0,0
1131,55.0,0,1,0,1,1,0,0,0,1,0,0
1132,45.0,2,2,0,3,2,0,0,0,1,0,0
1133,45.0,1,1,1,3,5,0,0,1,0,0,0
1134,,0,3,0,1,1,0,0,1,0,0,0
1135,,2,3,1,4,4,1,0,0,0,0,0
1136,41.0,0,1,1,2,2,0,0,1,0,0,0
1137,22.0,0,2,0,1,2,0,0,0,1,0,0
1138,42.0,1,2,1,3,3,0,0,1,0,0,0
1139,29.0,0,2,1,2,2,0,0,0,1,0,0
1140,,0,3,1,2,2,0,0,0,1,0,0
1141,0.92,2,2,1,4,4,0,1,0,0,0,0
1142,20.0,0,3,0,1,1,0,0,1,0,0,0
1143,27.0,0,1,1,2,2,0,0,1,0,0,0
1144,24.0,0,3,0,1,1,0,0,1,0,0,0
1145,32.5,0,3,0,1,1,0,0,1,0,0,0
1146,,0,3,0,1,1,0,0,1,0,0,0
1147,,0,3,0,1,1,0,0,1,0,0,0
1148,28.0,0,3,0,1,1,0,0,1,0,0,0
1149,19.0,0,2,0,1,1,0,1,0,0,0,0
1150,21.0,0,3,0,1,1,0,0,1,0,0,0
1151,36.5,0,3,1,2,2,0,0,1,0,0,0
1152,21.0,0,3,0,1,1,0,0,1,0,0,0
1153,29.0,2,2,0,3,3,0,0,0,1,0,0
1154,1.0,1,3,1,3,2,0,1,0,0,0,0
1155,30.0,0,2,0,1,1,0,0,1,0,0,0
1156,,0,3,0,1,1,0,0,1,0,0,0
1157,,0,1,0,1,1,0,0,1,0,0,0
1158,,0,3,0,1,1,0,0,1,0,0,0
1159,,0,3,0,1,1,0,1,0,0,0,0
1160,17.0,0,3,0,1,1,0,0,1,0,0,0
1161,46.0,0,1,0,1,2,0,0,1,0,0,0
1162,,0,3,0,1,1,0,0,1,0,0,0
1163,26.0,0,1,1,2,2,0,0,0,1,0,0
1164,,0,3,1,2,2,0,1,0,0,0,0
1165,,0,3,0,1,1,0,0,1,0,0,0
1166,20.0,0,2,1,2,2,0,1,0,0,0,0
1167,28.0,0,2,0,1,1,0,0,1,0,0,0
1168,40.0,0,2,1,2,2,0,0,1,0,0,0
1169,30.0,0,2,1,2,2,0,0,1,0,0,0
1170,22.0,0,2,0,1,1,0,0,1,0,0,0
1171,23.0,0,3,0,1,1,0,1,0,0,0,0
1172,0.75,1,3,1,3,3,1,0,0,0,0,0
1173,,0,3,0,1,1,0,1,0,0,0,0
1174,9.0,1,3,1,3,3,0,1,0,0,0,0
1175,2.0,1,3,1,3,3,0,1,0,0,0,0
1176,36.0,0,3,0,1,1,0,0,1,0,0,0
1177,,0,3,0,1,1,0,0,1,0,0,0
1178,24.0,0,1,1,2,2,0,0,1,0,0,0
1179,,0,3,0,1,1,0,0,1,0,0,0
1180,,0,3,0,1,1,0,0,1,0,0,0
1181,,0,1,0,1,1,0,0,1,0,0,0
1182,30.0,0,3,0,1,1,0,1,0,0,0,0
1183,,0,3,0,1,1,0,0,1,0,0,0
1184,53.0,1,1,1,3,3,0,0,0,0,1,0
1185,36.0,0,3,0,1,1,0,0,1,0,0,0
1186,26.0,0,3,0,1,1,0,0,1,0,0,0
1187,1.0,2,2,1,4,4,0,1,0,0,0,0
1188,,0,3,2,3,3,0,0,1,0,0,0
1189,30.0,0,1,0,1,1,0,0,1,0,0,0
1190,29.0,0,3,0,1,1,0,0,1,0,0,0
1191,32.0,0,3,0,1,1,0,0,1,0,0,0
1192,,0,2,0,1,1,0,0,1,0,0,0
1193,43.0,1,2,0,2,2,0,0,1,0,0,0
1194,24.0,0,3,0,1,1,0,0,1,0,0,0
1195,,0,3,0,1,1,0,1,0,0,0,0
1196,64.0,1,1,1,3,1,0,0,0,1,0,0
1197,30.0,2,1,1,4,6,0,0,1,0,0,0
1198,0.83,1,3,0,2,2,1,0,0,0,0,0
1199,55.0,1,1,1,3,4,0,0,1,0,0,0
1200,45.0,0,3,1,2,2,0,0,0,1,0,0
1201,18.0,0,3,0,1,1,0,0,1,0,0,0
1202,22.0,0,3,0,1,1,0,0,1,0,0,0
1203,,0,3,0,1,1,0,0,1,0,0,0
1204,37.0,0,3,0,1,1,0,1,0,0,0,0
1205,55.0,0,1,0,1,4,0,0,0,1,0,0
1206,17.0,0,3,0,1,1,0,1,0,0,0,0
1207,57.0,0,1,1,2,3,0,0,1,0,0,0
1208,19.0,0,2,0,1,1,0,0,1,0,0,0
1209,27.0,0,3,0,1,1,0,0,1,0,0,0
1210,22.0,0,2,2,3,3,0,0,1,0,0,0
1211,26.0,0,3,0,1,1,0,0,1,0,0,0
1212,25.0,0,3,0,1,1,0,0,1,0,0,0
1213,26.0,0,2,0,1,1,0,0,1,0,0,0
1214,33.0,0,1,0,1,1,0,0,1,0,0,0
1215,39.0,0,1,0,1,4,0,1,0,0,0,0
1216,23.0,0,3,0,1,1,0,0,1,0,0,0
1217,12.0,1,2,2,4,4,0,1,0,0,0,0
1218,46.0,0,1,0,1,2,0,0,1,0,0,0
1219,29.0,0,2,1,2,2,0,0,1,0,0,0
1220,21.0,0,2,0,1,1,0,0,1,0,0,0
1221,48.0,2,2,0,3,4,0,0,0,1,0,0
1222,39.0,0,1,0,1,1,0,0,1,0,0,0
1223,,0,3,0,1,1,0,0,1,0,0,0
1224,19.0,1,3,1,3,3,0,0,0,1,0,0
1225,27.0,0,3,0,1,1,0,0,1,0,0,0
1226,30.0,0,1,0,1,1,0,0,1,0,0,0
1227,32.0,0,2,0,1,1,0,0,1,0,0,0
1228,39.0,2,3,0,3,1,0,0,1,0,0,0
1229,25.0,0,2,0,1,3,0,0,1,0,0,0
1230,,0,3,0,1,1,1,0,0,0,0,0
1231,18.0,0,2,0,1,1,0,0,1,0,0,0
1232,32.0,0,3,0,1,1,0,0,1,0,0,0
1233,,9,3,1,11,11,0,0,1,0,0,0
1234,58.0,1,1,0,2,4,0,0,0,1,0,0
1235,,1,3,1,3,3,1,0,0,0,0,0
1236,16.0,0,3,0,1,1,0,1,0,0,0,0
1237,26.0,0,2,0,1,1,0,0,1,0,0,0
1238,38.0,0,3,0,1,1,0,0,0,1,0,0
1239,24.0,0,2,0,1,1,0,0,1,0,0,0
1240,31.0,0,2,0,1,2,0,1,0,0,0,0
1241,45.0,1,1,0,2,2,0,0,0,1,0,0
1242,25.0,0,2,0,1,1,0,0,1,0,0,0
1243,18.0,0,2,0,1,7,0,0,1,0,0,0
1244,49.0,2,2,1,4,5,0,0,1,0,0,0
1245,0.17,2,3,1,4,4,0,1,0,0,0,0
1246,50.0,0,1,0,1,1,0,0,1,0,0,0
1247,59.0,0,1,2,3,2,0,0,0,1,0,0
1248,,0,3,0,1,1,0,0,1,0,0,0
1249,,0,3,0,1,1,0,0,1,0,0,0
1250,30.0,0,3,1,2,2,0,0,0,1,0,0
1251,14.5,2,3,8,11,11,1,0,0,0,0,0
1252,24.0,1,2,1,3,3,0,0,0,1,0,0
1253,31.0,0,2,0,1,2,0,0,0,1,0,0
1254,27.0,0,3,0,1,1,0,0,1,0,0,0
1255,25.0,0,1,1,2,2,0,0,0,1,0,0
1256,,9,3,1,11,11,0,0,0,1,0,0
1257,,0,3,1,2,2,0,0,1,0,0,0
1258,22.0,0,3,0,1,7,0,1,0,0,0,0
1259,45.0,1,1,0,2,2,0,0,0,1,0,0
1260,29.0,0,2,0,1,1,0,0,1,0,0,0
1261,21.0,0,2,1,2,1,0,0,1,0,0,0
1262,31.0,0,1,0,1,5,0,1,0,0,0,0
1263,49.0,0,1,0,1,2,0,0,1,0,0,0
1264,44.0,0,2,0,1,1,0,0,1,0,0,0
1265,54.0,1,1,1,3,3,0,0,0,1,0,0
1266,45.0,0,1,0,1,7,0,1,0,0,0,0
1267,22.0,0,3,2,3,1,0,1,0,0,0,0
1268,21.0,0,2,0,1,1,0,0,1,0,0,0
1269,55.0,0,1,0,1,1,0,0,1,0,0,0
1270,5.0,2,3,4,7,7,1,0,0,0,0,0
1271,,0,3,0,1,1,0,0,1,0,0,0
1272,26.0,0,3,0,1,1,0,0,1,0,0,0
1273,,0,3,0,1,2,0,0,0,1,0,0
1274,19.0,0,3,1,2,2,0,0,0,1,0,0
1275,,0,2,0,1,1,0,0,1,0,0,0
1276,24.0,2,2,1,4,5,0,1,0,0,0,0
1277,24.0,0,3,0,1,1,0,0,1,0,0,0
1278,57.0,0,2,0,1,1,0,0,1,0,0,0
1279,21.0,0,3,0,1,1,0,0,1,0,0,0
1280,6.0,1,3,3,5,5,1,0,0,0,0,0
1281,23.0,0,1,0,1,4,0,0,1,0,0,0
1282,51.0,1,1,0,2,2,0,0,0,1,0,0
1283,13.0,2,3,0,3,3,1,0,0,0,0,0
1284,47.0,0,2,0,1,1,0,0,1,0,0,0
1285,29.0,1,3,3,5,3,0,0,1,0,0,0
1286,18.0,0,1,1,2,2,0,0,0,1,0,0
1287,24.0,0,3,0,1,1,0,0,1,0,0,0
1288,48.0,1,1,1,3,2,0,0,0,1,0,0
1289,22.0,0,3,0,1,1,0,0,1,0,0,0
1290,31.0,0,3,0,1,1,0,0,1,0,0,0
1291,30.0,0,1,0,1,4,0,1,0,0,0,0
1292,38.0,0,2,1,2,2,0,0,1,0,0,0
1293,22.0,1,1,0,2,2,0,1,0,0,0,0
1294,17.0,0,1,0,1,2,0,0,1,0,0,0
1295,43.0,0,1,1,2,1,0,0,1,0,0,0
1296,20.0,0,2,0,1,1,0,0,1,0,0,0
1297,23.0,0,2,1,2,1,0,0,1,0,0,0
1298,50.0,1,1,1,3,5,0,0,1,0,0,0
1299,,0,3,0,1,1,0,1,0,0,0,0
1300,3.0,1,3,1,3,3,0,1,0,0,0,0
1301,,0,3,0,1,1,0,1,0,0,0,0
1302,37.0,0,1,1,2,3,0,0,0,1,0,0
1303,28.0,0,3,0,1,1,0,1,0,0,0,0
1304,,0,3,0,1,1,0,0,1,0,0,0
1305,39.0,0,1,0,1,3,0,0,0,0,0,1
1306,38.5,0,3,0,1,1,0,0,1,0,0,0
1307,,0,3,0,1,1,0,0,1,0,0,0
1308,,1,3,1,3,3,1,0,0,0,0,0
